# the byte and line start/end positions of each array in several xsp files
# (useful for seeking)
jup300.xsp:8957129:150743155:END_ARRAY 36 198846
jup300.xsp:8957130:150743175:BEGIN_ARRAY 37 198846
jup300.xsp:9156179:154099933:END_ARRAY 37 198846
jup300.xsp:9156180:154099953:BEGIN_ARRAY 38 397688
jup300.xsp:9554265:160761951:END_ARRAY 38 397688
jup300.xsp:9554266:160761971:BEGIN_ARRAY 39 198846
jup300.xsp:9753315:164101179:END_ARRAY 39 198846
jup300.xsp:9753316:164101199:BEGIN_ARRAY 40 198846
jup300.xsp:9952365:167441642:END_ARRAY 40 198846
jup300.xsp:9952366:167441662:BEGIN_ARRAY 41 198846
jup300.xsp:10151415:170773581:END_ARRAY 41 198846
jup300.xsp:10151416:170773601:BEGIN_ARRAY 42 198846
jup300.xsp:10350465:174116047:END_ARRAY 42 198846
jup300.xsp:10350466:174116067:BEGIN_ARRAY 43 198846
jup300.xsp:10549515:177430424:END_ARRAY 43 198846
jup300.xsp:10549516:177430444:BEGIN_ARRAY 44 198846
jup300.xsp:10748565:180791389:END_ARRAY 44 198846
jup300.xsp:10748566:180791409:BEGIN_ARRAY 45 198846
jup300.xsp:10947615:184132056:END_ARRAY 45 198846
jup300.xsp:10947616:184132076:BEGIN_ARRAY 46 198846
jup300.xsp:11146665:187474866:END_ARRAY 46 198846
jup300.xsp:11146666:187474886:BEGIN_ARRAY 47 198846
jup300.xsp:11345715:190817620:END_ARRAY 47 198846
jup300.xsp:11345716:190817640:BEGIN_ARRAY 48 198846
jup300.xsp:11544765:194166695:END_ARRAY 48 198846
jup300.xsp:11544766:194166715:BEGIN_ARRAY 49 198846
jup300.xsp:11743815:197552952:END_ARRAY 49 198846
jup300.xsp:11743816:197552972:BEGIN_ARRAY 50 198846
jup300.xsp:11942865:200898121:END_ARRAY 50 198846
jup300.xsp:11942866:200898141:BEGIN_ARRAY 51 198846
jup300.xsp:12141915:204253638:END_ARRAY 51 198846
jup300.xsp:12141916:204253658:BEGIN_ARRAY 52 198846
jup300.xsp:12340965:207612109:END_ARRAY 52 198846
jup300.xsp:12340966:207612129:BEGIN_ARRAY 53 198846
jup300.xsp:12540015:210950824:END_ARRAY 53 198846
jup300.xsp:12540016:210950844:BEGIN_ARRAY 54 198846
jup300.xsp:12739065:214289535:END_ARRAY 54 198846
jup300.xsp:12739066:214289555:BEGIN_ARRAY 55 198846
jup300.xsp:12938115:217632598:END_ARRAY 55 198846
jup300.xsp:12938116:217632618:BEGIN_ARRAY 56 198846
jup300.xsp:13137165:220989971:END_ARRAY 56 198846
jup300.xsp:13137166:220989991:BEGIN_ARRAY 57 198846
jup300.xsp:13336215:224328573:END_ARRAY 57 198846
jup300.xsp:13336216:224328593:BEGIN_ARRAY 58 198846
jup300.xsp:13535265:227671673:END_ARRAY 58 198846
jup300.xsp:13535266:227671693:BEGIN_ARRAY 59 198846
jup300.xsp:13734315:231108949:END_ARRAY 59 198846
jup300.xsp:13734316:231108969:BEGIN_ARRAY 60 3181280
jup300.xsp:16918711:290103178:END_ARRAY 60 3181280
jup300.xsp:16918712:290103199:BEGIN_ARRAY 61 187210
jup300.xsp:17106113:293721081:END_ARRAY 61 187210
jup300.xsp:17106114:293721101:BEGIN_ARRAY 62 59362
jup300.xsp:17165542:294845474:END_ARRAY 62 59362
jup300.xsp:17165543:294845493:BEGIN_ARRAY 63 159814
jup300.xsp:17325522:297939534:END_ARRAY 63 159814
jup300.xsp:17325523:297939554:BEGIN_ARRAY 64 748705
jup300.xsp:18074968:312447731:END_ARRAY 64 748705
jup310.xsp:6:120:BEGIN_ARRAY 1 7207604
jup310.xsp:7214657:129945827:END_ARRAY 1 7207604
jup310.xsp:7214658:129945847:BEGIN_ARRAY 2 7158904
jup310.xsp:14380562:253221090:END_ARRAY 2 7158904
jup310.xsp:14380563:253221110:BEGIN_ARRAY 3 4772702
jup310.xsp:19157934:335599903:END_ARRAY 3 4772702
jup310.xsp:19157935:335599923:BEGIN_ARRAY 4 3311672
jup310.xsp:22472850:393326315:END_ARRAY 4 3311672
jup310.xsp:22472851:393326335:BEGIN_ARRAY 5 21622582
jup310.xsp:44116557:785048077:END_ARRAY 5 21622582
jup310.xsp:44116558:785048098:BEGIN_ARRAY 6 21622582
jup310.xsp:65760264:1174392038:END_ARRAY 6 21622582
jup310.xsp:65760265:1174392059:BEGIN_ARRAY 7 25128946
jup310.xsp:90913759:1630618706:END_ARRAY 7 25128946
jup310.xsp:90913760:1630618727:BEGIN_ARRAY 8 25128946
jup310.xsp:116067254:2087111765:END_ARRAY 8 25128946
jup310.xsp:116067255:2087111786:BEGIN_ARRAY 9 4967404
jup310.xsp:121039518:2178803300:END_ARRAY 9 4967404
jup310.xsp:121039519:2178803320:BEGIN_ARRAY 10 187251
jup310.xsp:121226961:2182422000:END_ARRAY 10 187251
jup310.xsp:121226962:2182422020:BEGIN_ARRAY 11 59388
jup310.xsp:121286416:2183546891:END_ARRAY 11 59388
jup310.xsp:121286417:2183546910:BEGIN_ARRAY 12 159849
jup310.xsp:121446431:2186641633:END_ARRAY 12 159849
jup310.xsp:121446432:2186641653:BEGIN_ARRAY 13 748787
jup310.xsp:122195959:2201151420:END_ARRAY 13 748787
mar097.xsp:6:120:BEGIN_ARRAY 1 28634134
mar097.xsp:28662112:516766070:END_ARRAY 1 28634134
mar097.xsp:28662113:516766091:BEGIN_ARRAY 2 14317118
mar097.xsp:42993221:765151628:END_ARRAY 2 14317118
mar097.xsp:42993222:765151649:BEGIN_ARRAY 3 14609254
mar097.xsp:57616751:1040781633:END_ARRAY 3 14609254
mar097.xsp:57616752:1040781654:BEGIN_ARRAY 4 187251
mar097.xsp:57804194:1044399821:END_ARRAY 4 187251
mar097.xsp:57804195:1044399840:BEGIN_ARRAY 5 79944
mar097.xsp:57884226:1045931002:END_ARRAY 5 79944
mar097.xsp:57884227:1045931020:BEGIN_ARRAY 6 159849
mar097.xsp:58044241:1049026222:END_ARRAY 6 159849
mar097.xsp:58044242:1049026241:BEGIN_ARRAY 7 748787
mar097.xsp:58793769:1063535727:END_ARRAY 7 748787
nep077.xsp:6:120:BEGIN_ARRAY 1 7159002
nep077.xsp:7166008:130999180:END_ARRAY 1 7159002
nep077.xsp:7166009:130999200:BEGIN_ARRAY 2 7159002
nep077.xsp:14332011:261853502:END_ARRAY 2 7159002
nep077.xsp:14332012:261853522:BEGIN_ARRAY 3 7159002
nep077.xsp:21498014:392554105:END_ARRAY 3 7159002
nep077.xsp:21498015:392554125:BEGIN_ARRAY 4 7159002
nep077.xsp:28664017:521991506:END_ARRAY 4 7159002
nep077.xsp:28664018:521991526:BEGIN_ARRAY 5 7159002
nep077.xsp:35830020:650543283:END_ARRAY 5 7159002
nep077.xsp:35830021:650543303:BEGIN_ARRAY 6 7159002
nep077.xsp:42996023:774981029:END_ARRAY 6 7159002
nep077.xsp:42996024:774981049:BEGIN_ARRAY 7 620980
nep077.xsp:43617619:786985216:END_ARRAY 7 620980
nep077.xsp:43617620:786985235:BEGIN_ARRAY 8 93607
nep077.xsp:43711327:788793948:END_ARRAY 8 93607
nep077.xsp:43711328:788793966:BEGIN_ARRAY 9 22844
nep077.xsp:43734203:789220200:END_ARRAY 9 22844
nep077.xsp:43734204:789220218:BEGIN_ARRAY 10 79909
nep077.xsp:43814200:790768018:END_ARRAY 10 79909
nep077.xsp:43814201:790768037:BEGIN_ARRAY 11 374416
nep077.xsp:44188991:798022185:END_ARRAY 11 374416
nep081.xsp:6:120:BEGIN_ARRAY 1 1342408
nep081.xsp:1343733:23725951:END_ARRAY 1 1342408
nep081.xsp:1343734:23725971:BEGIN_ARRAY 2 931468
nep081.xsp:2276120:39304017:END_ARRAY 2 931468
nep081.xsp:2276121:39304036:BEGIN_ARRAY 3 10738354
nep081.xsp:13024970:225981048:END_ARRAY 3 10738354
nep081.xsp:13024971:225981069:BEGIN_ARRAY 4 931468
nep081.xsp:13957357:243345444:END_ARRAY 4 931468
nep081.xsp:13957358:243345463:BEGIN_ARRAY 5 140429
nep081.xsp:14097933:246059605:END_ARRAY 5 140429
nep081.xsp:14097934:246059624:BEGIN_ARRAY 6 34264
nep081.xsp:14132240:246699639:END_ARRAY 6 34264
nep081.xsp:14132241:246699657:BEGIN_ARRAY 7 119879
nep081.xsp:14252246:249022731:END_ARRAY 7 119879
nep081.xsp:14252247:249022750:BEGIN_ARRAY 8 561581
nep081.xsp:14814385:259906343:END_ARRAY 8 561581
nep086.xsp:6:120:BEGIN_ARRAY 1 69430
nep086.xsp:69512:1191901:END_ARRAY 1 69430
nep086.xsp:69513:1191919:BEGIN_ARRAY 2 58468
nep086.xsp:128047:2165211:END_ARRAY 2 58468
nep086.xsp:128048:2165229:BEGIN_ARRAY 3 69430
nep086.xsp:197554:3346865:END_ARRAY 3 69430
nep086.xsp:197555:3346883:BEGIN_ARRAY 4 69430
nep086.xsp:267061:4530661:END_ARRAY 4 69430
nep086.xsp:267062:4530679:BEGIN_ARRAY 5 80392
nep086.xsp:347541:5859077:END_ARRAY 5 80392
nep086.xsp:347542:5859095:BEGIN_ARRAY 6 1241888
nep086.xsp:1590651:29005594:END_ARRAY 6 1241888
nep086.xsp:1590652:29005614:BEGIN_ARRAY 7 187251
nep086.xsp:1778094:32623790:END_ARRAY 7 187251
nep086.xsp:1778095:32623809:BEGIN_ARRAY 8 45684
nep086.xsp:1823832:33476488:END_ARRAY 8 45684
nep086.xsp:1823833:33476506:BEGIN_ARRAY 9 159849
nep086.xsp:1983847:36571800:END_ARRAY 9 159849
nep086.xsp:1983848:36571819:BEGIN_ARRAY 10 748787
nep086.xsp:2733375:51081256:END_ARRAY 10 748787
nep087.xsp:6:120:BEGIN_ARRAY 1 7159002
nep087.xsp:7166008:124791757:END_ARRAY 1 7159002
nep087.xsp:7166009:124791777:BEGIN_ARRAY 2 620980
nep087.xsp:7787604:136796070:END_ARRAY 2 620980
nep087.xsp:7787605:136796089:BEGIN_ARRAY 3 93607
nep087.xsp:7881312:138604786:END_ARRAY 3 93607
nep087.xsp:7881313:138604804:BEGIN_ARRAY 4 22844
nep087.xsp:7904188:139031168:END_ARRAY 4 22844
nep087.xsp:7904189:139031186:BEGIN_ARRAY 5 79909
nep087.xsp:7984185:140577900:END_ARRAY 5 79909
nep087.xsp:7984186:140577918:BEGIN_ARRAY 6 374416
nep087.xsp:8358976:147832539:END_ARRAY 6 374416
plu043.xsp:6:120:BEGIN_ARRAY 1 1046968
plu043.xsp:1048005:19315287:END_ARRAY 1 1046968
plu043.xsp:1048006:19315307:BEGIN_ARRAY 2 1801756
plu043.xsp:2851530:51688167:END_ARRAY 2 1801756
plu043.xsp:2851531:51688187:BEGIN_ARRAY 3 1655668
plu043.xsp:4508824:81293551:END_ARRAY 3 1655668
plu043.xsp:4508825:81293571:BEGIN_ARRAY 4 1655668
plu043.xsp:6166118:110955844:END_ARRAY 4 1655668
plu043.xsp:6166119:110955864:BEGIN_ARRAY 5 1801756
plu043.xsp:7969643:143383698:END_ARRAY 5 1801756
plu043.xsp:7969644:143383718:BEGIN_ARRAY 6 900880
plu043.xsp:8871412:160281378:END_ARRAY 6 900880
plu043.xsp:8871413:160281397:BEGIN_ARRAY 7 187210
plu043.xsp:9058814:163898775:END_ARRAY 7 187210
plu043.xsp:9058815:163898794:BEGIN_ARRAY 8 45664
plu043.xsp:9104532:164752974:END_ARRAY 8 45664
plu043.xsp:9104533:164752992:BEGIN_ARRAY 9 159814
plu043.xsp:9264512:167847606:END_ARRAY 9 159814
plu043.xsp:9264513:167847625:BEGIN_ARRAY 10 748746
plu043.xsp:10013999:182356268:END_ARRAY 10 748746
sat319.xsp:6:120:BEGIN_ARRAY 1 5405778
sat319.xsp:5411072:98564198:END_ARRAY 1 5405778
sat319.xsp:5411073:98564218:BEGIN_ARRAY 2 827972
sat319.xsp:6239862:113995621:END_ARRAY 2 827972
sat319.xsp:6239863:113995640:BEGIN_ARRAY 3 93607
sat319.xsp:6333570:115804353:END_ARRAY 3 93607
sat319.xsp:6333571:115804371:BEGIN_ARRAY 4 26270
sat319.xsp:6359875:116300780:END_ARRAY 4 26270
sat319.xsp:6359876:116300798:BEGIN_ARRAY 5 79909
sat319.xsp:6439872:117848597:END_ARRAY 5 79909
sat319.xsp:6439873:117848615:BEGIN_ARRAY 6 374416
sat319.xsp:6814663:125102762:END_ARRAY 6 374416
sat363-rocks-merge.xsp:6:120:BEGIN_ARRAY 1 12
sat363-rocks-merge.xsp:27:457:END_ARRAY 1 12
sat363-rocks-merge.xsp:28:472:BEGIN_ARRAY 2 12
sat363-rocks-merge.xsp:49:799:END_ARRAY 2 12
sat363-rocks-merge.xsp:50:814:BEGIN_ARRAY 3 12
sat363-rocks-merge.xsp:71:1147:END_ARRAY 3 12
sat363-rocks-merge.xsp:72:1162:BEGIN_ARRAY 4 12
sat363-rocks-merge.xsp:93:1488:END_ARRAY 4 12
sat363-rocks-merge.xsp:94:1503:BEGIN_ARRAY 5 374416
sat363-rocks-merge.xsp:374884:7256154:END_ARRAY 5 374416
sat363-rocks-merge.xsp:374885:7256173:BEGIN_ARRAY 6 79909
sat363-rocks-merge.xsp:454881:8803250:END_ARRAY 6 79909
sat363-rocks-merge.xsp:454882:8803268:BEGIN_ARRAY 7 26270
sat363-rocks-merge.xsp:481186:9299636:END_ARRAY 7 26270
sat363-rocks-merge.xsp:481187:9299654:BEGIN_ARRAY 8 93607
sat363-rocks-merge.xsp:574894:11108152:END_ARRAY 8 93607
sat363-rocks-merge.xsp:574895:11108170:BEGIN_ARRAY 9 1948084
sat363-rocks-merge.xsp:2524890:46660529:END_ARRAY 9 1948084
sat363.xsp:6:120:BEGIN_ARRAY 1 9545302
sat363.xsp:9554638:168288036:END_ARRAY 1 9545302
sat363.xsp:9554639:168288056:BEGIN_ARRAY 2 9545302
sat363.xsp:19109271:336868576:END_ARRAY 2 9545302
sat363.xsp:19109272:336868596:BEGIN_ARRAY 3 9545302
sat363.xsp:28663904:505436964:END_ARRAY 3 9545302
sat363.xsp:28663905:505436984:BEGIN_ARRAY 4 9545302
sat363.xsp:38218537:674132141:END_ARRAY 4 9545302
sat363.xsp:38218538:674132161:BEGIN_ARRAY 5 9545302
sat363.xsp:47773170:842966329:END_ARRAY 5 9545302
sat363.xsp:47773171:842966349:BEGIN_ARRAY 6 4772702
sat363.xsp:52550542:927674589:END_ARRAY 6 4772702
sat363.xsp:52550543:927674609:BEGIN_ARRAY 7 2386402
sat363.xsp:54939284:970012253:END_ARRAY 7 2386402
sat363.xsp:54939285:970012273:BEGIN_ARRAY 8 4772702
sat363.xsp:59716656:1054838329:END_ARRAY 8 4772702
sat363.xsp:59716657:1054838349:BEGIN_ARRAY 9 4772702
sat363.xsp:64494028:1140481087:END_ARRAY 9 4772702
sat363.xsp:64494029:1140481107:BEGIN_ARRAY 10 1948084
sat363.xsp:66444024:1176035262:END_ARRAY 10 1948084
sat363.xsp:66444025:1176035283:BEGIN_ARRAY 11 93607
sat363.xsp:66537732:1177843795:END_ARRAY 11 93607
sat363.xsp:66537733:1177843814:BEGIN_ARRAY 12 26270
sat363.xsp:66564037:1178340196:END_ARRAY 12 26270
sat363.xsp:66564038:1178340215:BEGIN_ARRAY 13 79909
sat363.xsp:66644034:1179887306:END_ARRAY 13 79909
sat363.xsp:66644035:1179887325:BEGIN_ARRAY 14 374416
sat363.xsp:67018825:1187141949:END_ARRAY 14 374416
sat365.xsp:6:120:BEGIN_ARRAY 1 9545204
sat365.xsp:9554540:171795982:END_ARRAY 1 9545204
sat365.xsp:9554541:171796002:BEGIN_ARRAY 2 7792004
sat365.xsp:17354163:312413568:END_ARRAY 2 7792004
sat365.xsp:17354164:312413588:BEGIN_ARRAY 3 4480404
sat365.xsp:21838952:393253276:END_ARRAY 3 4480404
sat365.xsp:21838953:393253296:BEGIN_ARRAY 4 3603804
sat365.xsp:25446285:458758811:END_ARRAY 4 3603804
sat365.xsp:25446286:458758831:BEGIN_ARRAY 5 2402562
sat365.xsp:27851203:502327671:END_ARRAY 5 2402562
sat365.xsp:27851204:502327691:BEGIN_ARRAY 6 1948084
sat365.xsp:29801199:536462723:END_ARRAY 6 1948084
sat365.xsp:29801200:536462743:BEGIN_ARRAY 7 1103916
sat365.xsp:30906203:556201854:END_ARRAY 7 1103916
sat365.xsp:30906204:556201874:BEGIN_ARRAY 8 552028
sat365.xsp:31458780:565884829:END_ARRAY 8 552028
sat365.xsp:31458781:565884848:BEGIN_ARRAY 9 227364
sat365.xsp:31686376:569789693:END_ARRAY 9 227364
sat365.xsp:31686377:569789712:BEGIN_ARRAY 10 3603804
sat365.xsp:35293709:635378601:END_ARRAY 10 3603804
sat365.xsp:35293710:635378622:BEGIN_ARRAY 11 4772604
sat365.xsp:40070983:720487880:END_ARRAY 11 4772604
sat365.xsp:40070984:720487901:BEGIN_ARRAY 12 4772604
sat365.xsp:44848257:805629537:END_ARRAY 12 4772604
sat365.xsp:44848258:805629558:BEGIN_ARRAY 13 3896004
sat365.xsp:48748075:876736182:END_ARRAY 13 3896004
sat365.xsp:48748076:876736203:BEGIN_ARRAY 14 187251
sat365.xsp:48935518:880354380:END_ARRAY 14 187251
sat365.xsp:48935519:880354400:BEGIN_ARRAY 15 52536
sat365.xsp:48988115:881346879:END_ARRAY 15 52536
sat365.xsp:48988116:881346898:BEGIN_ARRAY 16 159849
sat365.xsp:49148130:884442193:END_ARRAY 16 159849
sat365.xsp:49148131:884442213:BEGIN_ARRAY 17 748787
sat365.xsp:49897658:898951650:END_ARRAY 17 748787
sat368.xsp:6:120:BEGIN_ARRAY 1 129892
sat368.xsp:130033:2184906:END_ARRAY 1 129892
sat368.xsp:130034:2184925:BEGIN_ARRAY 2 154246
sat368.xsp:284439:4836446:END_ARRAY 2 154246
sat368.xsp:284440:4836465:BEGIN_ARRAY 3 178600
sat368.xsp:463223:7876635:END_ARRAY 3 178600
sat368.xsp:463224:7876654:BEGIN_ARRAY 4 154246
sat368.xsp:617629:10540000:END_ARRAY 4 154246
sat368.xsp:617630:10540019:BEGIN_ARRAY 5 129892
sat368.xsp:747657:12730152:END_ARRAY 5 129892
sat368.xsp:747658:12730171:BEGIN_ARRAY 6 154246
sat368.xsp:902063:15397821:END_ARRAY 6 154246
sat368.xsp:902064:15397840:BEGIN_ARRAY 7 129892
sat368.xsp:1032091:17592046:END_ARRAY 7 129892
sat368.xsp:1032092:17592065:BEGIN_ARRAY 8 129892
sat368.xsp:1162119:19797318:END_ARRAY 8 129892
sat368.xsp:1162120:19797337:BEGIN_ARRAY 9 129892
sat368.xsp:1292147:22000919:END_ARRAY 9 129892
sat368.xsp:1292148:22000938:BEGIN_ARRAY 10 178600
sat368.xsp:1470931:25052484:END_ARRAY 10 178600
sat368.xsp:1470932:25052504:BEGIN_ARRAY 11 154246
sat368.xsp:1625337:27693956:END_ARRAY 11 154246
sat368.xsp:1625338:27693976:BEGIN_ARRAY 12 154246
sat368.xsp:1779743:30318463:END_ARRAY 12 154246
sat368.xsp:1779744:30318483:BEGIN_ARRAY 13 129892
sat368.xsp:1909771:32517044:END_ARRAY 13 129892
sat368.xsp:1909772:32517064:BEGIN_ARRAY 14 154246
sat368.xsp:2064177:35148361:END_ARRAY 14 154246
sat368.xsp:2064178:35148381:BEGIN_ARRAY 15 178600
sat368.xsp:2242961:38204884:END_ARRAY 15 178600
sat368.xsp:2242962:38204904:BEGIN_ARRAY 16 154246
sat368.xsp:2397367:40839923:END_ARRAY 16 154246
sat368.xsp:2397368:40839943:BEGIN_ARRAY 17 227308
sat368.xsp:2624906:44691683:END_ARRAY 17 227308
sat368.xsp:2624907:44691703:BEGIN_ARRAY 18 154246
sat368.xsp:2779312:47318826:END_ARRAY 18 154246
sat368.xsp:2779313:47318846:BEGIN_ARRAY 19 154246
sat368.xsp:2933718:49946169:END_ARRAY 19 154246
sat368.xsp:2933719:49946189:BEGIN_ARRAY 20 154246
sat368.xsp:3088124:52564476:END_ARRAY 20 154246
sat368.xsp:3088125:52564496:BEGIN_ARRAY 21 154246
sat368.xsp:3242530:55205575:END_ARRAY 21 154246
sat368.xsp:3242531:55205595:BEGIN_ARRAY 22 154246
sat368.xsp:3396936:57839881:END_ARRAY 22 154246
sat368.xsp:3396937:57839901:BEGIN_ARRAY 23 154246
sat368.xsp:3551342:60460004:END_ARRAY 23 154246
sat368.xsp:3551343:60460024:BEGIN_ARRAY 24 154246
sat368.xsp:3705748:63085170:END_ARRAY 24 154246
sat368.xsp:3705749:63085190:BEGIN_ARRAY 25 178600
sat368.xsp:3884532:66128832:END_ARRAY 25 178600
sat368.xsp:3884533:66128852:BEGIN_ARRAY 26 154246
sat368.xsp:4038938:68762045:END_ARRAY 26 154246
sat368.xsp:4038939:68762065:BEGIN_ARRAY 27 154246
sat368.xsp:4193344:71395866:END_ARRAY 27 154246
sat368.xsp:4193345:71395886:BEGIN_ARRAY 28 154246
sat368.xsp:4347750:74029831:END_ARRAY 28 154246
sat368.xsp:4347751:74029851:BEGIN_ARRAY 29 154246
sat368.xsp:4502156:76664765:END_ARRAY 29 154246
sat368.xsp:4502157:76664785:BEGIN_ARRAY 30 178600
sat368.xsp:4680940:79702551:END_ARRAY 30 178600
sat368.xsp:4680941:79702571:BEGIN_ARRAY 31 154246
sat368.xsp:4835346:82334514:END_ARRAY 31 154246
sat368.xsp:4835347:82334534:BEGIN_ARRAY 32 154246
sat368.xsp:4989752:84966416:END_ARRAY 32 154246
sat368.xsp:4989753:84966436:BEGIN_ARRAY 33 154246
sat368.xsp:5144158:87596332:END_ARRAY 33 154246
sat368.xsp:5144159:87596352:BEGIN_ARRAY 34 154246
sat368.xsp:5298564:90231255:END_ARRAY 34 154246
sat368.xsp:5298565:90231275:BEGIN_ARRAY 35 154246
sat368.xsp:5452970:92863302:END_ARRAY 35 154246
sat368.xsp:5452971:92863322:BEGIN_ARRAY 36 154246
sat368.xsp:5607376:95509870:END_ARRAY 36 154246
sat368.xsp:5607377:95509890:BEGIN_ARRAY 37 154246
sat368.xsp:5761782:98143711:END_ARRAY 37 154246
sat368.xsp:5761783:98143731:BEGIN_ARRAY 38 3896004
sat368.xsp:9661600:169249707:END_ARRAY 38 3896004
sat368.xsp:9661601:169249728:BEGIN_ARRAY 39 187251
sat368.xsp:9849043:172867905:END_ARRAY 39 187251
sat368.xsp:9849044:172867925:BEGIN_ARRAY 40 52536
sat368.xsp:9901640:173860404:END_ARRAY 40 52536
sat368.xsp:9901641:173860423:BEGIN_ARRAY 41 159849
sat368.xsp:10061655:176955718:END_ARRAY 41 159849
sat368.xsp:10061656:176955738:BEGIN_ARRAY 42 748787
sat368.xsp:10811183:191465175:END_ARRAY 42 748787
siding_spring_s46.xsp:6:120:BEGIN_ARRAY 1 6697
siding_spring_s46.xsp:6718:121134:END_ARRAY 1 6697
siding_spring_s46.xsp:6719:121151:BEGIN_ARRAY 2 25348
siding_spring_s46.xsp:32100:586989:END_ARRAY 2 25348
siding_spring_s46.xsp:32101:587007:BEGIN_ARRAY 3 1168854
siding_spring_s46.xsp:1202105:22617349:END_ARRAY 3 1168854
siding_spring_s46.xsp:1202106:22617369:BEGIN_ARRAY 4 1145526
siding_spring_s46.xsp:2348759:42476494:END_ARRAY 4 1145526
siding_spring_s46.xsp:2348760:42476514:BEGIN_ARRAY 5 2290950
siding_spring_s46.xsp:4641956:83797818:END_ARRAY 5 2290950
siding_spring_s46.xsp:4641957:83797838:BEGIN_ARRAY 6 59946
siding_spring_s46.xsp:4701970:84958336:END_ARRAY 6 59946
siding_spring_s46.xsp:4701971:84958354:BEGIN_ARRAY 7 59946
siding_spring_s46.xsp:4761984:86113549:END_ARRAY 7 59946
siding_spring_s46.xsp:4761985:86113567:BEGIN_ARRAY 8 12814
siding_spring_s46.xsp:4774820:86361291:END_ARRAY 8 12814
siding_spring_s46.xsp:4774821:86361309:BEGIN_ARRAY 9 3664
siding_spring_s46.xsp:4778497:86429779:END_ARRAY 9 3664
siding_spring_s46.xsp:4778498:86429796:BEGIN_ARRAY 10 6409
siding_spring_s46.xsp:4784922:86552458:END_ARRAY 10 6409
siding_spring_s46.xsp:4784923:86552476:BEGIN_ARRAY 11 15010
siding_spring_s46.xsp:4799956:86842183:END_ARRAY 11 15010
siding_spring_s46.xsp:4799957:86842202:BEGIN_ARRAY 12 12
siding_spring_s46.xsp:4799978:86842404:END_ARRAY 12 12
siding_spring_s46.xsp:4799979:86842420:BEGIN_ARRAY 13 12
siding_spring_s46.xsp:4800000:86842621:END_ARRAY 13 12
siding_spring_s46.xsp:4800001:86842637:BEGIN_ARRAY 14 3664
siding_spring_s46.xsp:4803677:86910812:END_ARRAY 14 3664
siding_spring_s46.xsp:4803678:86910830:BEGIN_ARRAY 15 3664
siding_spring_s46.xsp:4807354:86979146:END_ARRAY 15 3664
siding_spring_s46.xsp:4807355:86979164:BEGIN_ARRAY 16 4213
siding_spring_s46.xsp:4811581:87058758:END_ARRAY 16 4213
siding_spring_s46.xsp:4811582:87058776:BEGIN_ARRAY 17 4762
siding_spring_s46.xsp:4816357:87148763:END_ARRAY 17 4762
siding_spring_s46.xsp:4816358:87148781:BEGIN_ARRAY 18 11716
siding_spring_s46.xsp:4828094:87370903:END_ARRAY 18 11716
siding_spring_s46.xsp:4828095:87370922:BEGIN_ARRAY 19 32168
siding_spring_s46.xsp:4860303:87989921:END_ARRAY 19 32168
ura091-rocks-merge.xsp:6:120:BEGIN_ARRAY 1 12
ura091-rocks-merge.xsp:27:469:END_ARRAY 1 12
ura091-rocks-merge.xsp:28:484:BEGIN_ARRAY 2 12
ura091-rocks-merge.xsp:49:832:END_ARRAY 2 12
ura091-rocks-merge.xsp:50:847:BEGIN_ARRAY 3 12
ura091-rocks-merge.xsp:71:1194:END_ARRAY 3 12
ura091-rocks-merge.xsp:72:1209:BEGIN_ARRAY 4 12
ura091-rocks-merge.xsp:93:1557:END_ARRAY 4 12
ura091-rocks-merge.xsp:94:1572:BEGIN_ARRAY 5 12
ura091-rocks-merge.xsp:115:1924:END_ARRAY 5 12
ura091-rocks-merge.xsp:116:1939:BEGIN_ARRAY 6 12
ura091-rocks-merge.xsp:137:2292:END_ARRAY 6 12
ura091-rocks-merge.xsp:138:2307:BEGIN_ARRAY 7 12
ura091-rocks-merge.xsp:159:2662:END_ARRAY 7 12
ura091-rocks-merge.xsp:160:2677:BEGIN_ARRAY 8 12
ura091-rocks-merge.xsp:181:3028:END_ARRAY 8 12
ura091-rocks-merge.xsp:182:3043:BEGIN_ARRAY 9 12
ura091-rocks-merge.xsp:203:3395:END_ARRAY 9 12
ura091-rocks-merge.xsp:204:3410:BEGIN_ARRAY 10 12
ura091-rocks-merge.xsp:225:3764:END_ARRAY 10 12
ura091-rocks-merge.xsp:226:3780:BEGIN_ARRAY 11 12
ura091-rocks-merge.xsp:247:4131:END_ARRAY 11 12
ura091-rocks-merge.xsp:248:4147:BEGIN_ARRAY 12 12
ura091-rocks-merge.xsp:269:4499:END_ARRAY 12 12
ura091-rocks-merge.xsp:270:4515:BEGIN_ARRAY 13 12
ura091-rocks-merge.xsp:291:4865:END_ARRAY 13 12
ura091-rocks-merge.xsp:292:4881:BEGIN_ARRAY 14 748705
ura091-rocks-merge.xsp:749737:14512785:END_ARRAY 14 748705
ura091-rocks-merge.xsp:749738:14512805:BEGIN_ARRAY 15 159814
ura091-rocks-merge.xsp:909717:17607327:END_ARRAY 15 159814
ura091-rocks-merge.xsp:909718:17607347:BEGIN_ARRAY 16 45684
ura091-rocks-merge.xsp:955455:18461048:END_ARRAY 16 45684
ura091-rocks-merge.xsp:955456:18461067:BEGIN_ARRAY 17 187210
ura091-rocks-merge.xsp:1142857:22078447:END_ARRAY 17 187210
