"Angular Separation Finder Calculation"
"Calculation Inputs"
"Calculation type","Angular Separation Event Finder"
"Target 1","MOON"
"Target 1 shape","Point"
"Target 2","SUN"
"Target 2 shape","Point"
"Observer","EARTH"
"Light propagation","No correction"
"Time system","TDB"
"Time format","Seconds past J2000"
"Time range","0 to 3155760000, step 1 hours"
"Coordinate condition","is local maximum"
"Output time unit","seconds"
"Complement result window","no"
"Result interval adjustment","No adjustment"
"Result interval filtering","No filtering"
"Angular Separation Finder Time Intervals"
"Start Time","Stop Time","Duration (secs)"
" 1741811734.050300"," 1741811734.050300",0.00000000E+00
" 1744350105.604600"," 1744350105.604600",0.00000000E+00
" 1746887960.018900"," 1746887960.018900",0.00000000E+00
" 1749427471.755700"," 1749427471.755700",0.00000000E+00
" 1751970971.735700"," 1751970971.735700",0.00000000E+00
" 1754520838.845500"," 1754520838.845500",0.00000000E+00
" 1757078868.143300"," 1757078868.143300",0.00000000E+00
" 1759644919.117500"," 1759644919.117500",0.00000000E+00
" 1762215702.518600"," 1762215702.518600",0.00000000E+00
" 1764785585.826500"," 1764785585.826500",0.00000000E+00
" 1767349600.304200"," 1767349600.304200",0.00000000E+00
" 1769905603.120200"," 1769905603.120200",0.00000000E+00
" 1772453777.956200"," 1772453777.956200",0.00000000E+00
" 1774995244.818300"," 1774995244.818300",0.00000000E+00
" 1777531517.877400"," 1777531517.877400",0.00000000E+00
" 1780064714.444400"," 1780064714.444400",0.00000000E+00
" 1782597823.527500"," 1782597823.527500",0.00000000E+00
" 1785134641.125100"," 1785134641.125100",0.00000000E+00
" 1787679180.841600"," 1787679180.841600",0.00000000E+00
" 1790234373.178700"," 1790234373.178700",0.00000000E+00
" 1792800283.437500"," 1792800283.437500",0.00000000E+00
" 1795373239.091800"," 1795373239.091800",0.00000000E+00
" 1797947379.627700"," 1797947379.627700",0.00000000E+00
" 1800517401.143500"," 1800517401.143500",0.00000000E+00
" 1803079814.934800"," 1803079814.934800",0.00000000E+00
" 1805632806.749300"," 1805632806.749300",0.00000000E+00
" 1808176226.037800"," 1808176226.037800",0.00000000E+00
" 1810711714.493800"," 1810711714.493800",0.00000000E+00
" 1813242412.424100"," 1813242412.424100",0.00000000E+00
" 1815772358.199300"," 1815772358.199300",0.00000000E+00
" 1818305869.237700"," 1818305869.237700",0.00000000E+00
" 1820846848.498900"," 1820846848.498900",0.00000000E+00
" 1823397884.977800"," 1823397884.977800",0.00000000E+00
" 1825959435.369100"," 1825959435.369100",0.00000000E+00
" 1828529661.942000"," 1828529661.942000",0.00000000E+00
" 1831104834.050100"," 1831104834.050100",0.00000000E+00
" 1833679654.205300"," 1833679654.205300",0.00000000E+00
" 1836248120.687700"," 1836248120.687700",0.00000000E+00
" 1838805808.790200"," 1838805808.790200",0.00000000E+00
" 1841351838.069600"," 1841351838.069600",0.00000000E+00
" 1843888581.712900"," 1843888581.712900",0.00000000E+00
" 1846420012.831500"," 1846420012.831500",0.00000000E+00
" 1848950318.068000"," 1848950318.068000",0.00000000E+00
" 1851483209.460500"," 1851483209.460500",0.00000000E+00
" 1854021686.212600"," 1854021686.212600",0.00000000E+00
" 1856568028.897600"," 1856568028.897600",0.00000000E+00
" 1859123817.974800"," 1859123817.974800",0.00000000E+00
" 1861689479.227800"," 1861689479.227800",0.00000000E+00
" 1864262947.989200"," 1864262947.989200",0.00000000E+00
" 1866838646.273000"," 1866838646.273000",0.00000000E+00
" 1869409312.125500"," 1869409312.125500",0.00000000E+00
" 1871969960.261900"," 1871969960.261900",0.00000000E+00
" 1874519771.922400"," 1874519771.922400",0.00000000E+00
" 1877060892.496900"," 1877060892.496900",0.00000000E+00
" 1879596533.649300"," 1879596533.649300",0.00000000E+00
" 1882129898.903700"," 1882129898.903700",0.00000000E+00
" 1884663904.527900"," 1884663904.527900",0.00000000E+00
" 1887201256.084400"," 1887201256.084400",0.00000000E+00
" 1889744531.107500"," 1889744531.107500",0.00000000E+00
" 1892295940.295200"," 1892295940.295200",0.00000000E+00
" 1894856391.266700"," 1894856391.266700",0.00000000E+00
" 1897424122.025600"," 1897424122.025600",0.00000000E+00
" 1899994593.687200"," 1899994593.687200",0.00000000E+00
" 1902562668.250200"," 1902562668.250200",0.00000000E+00
